epoch,train_loss,val_loss,lr,seconds
1,0.013105,0.011707,7.000000e-04,328.659
2,0.0123,0.011579,7.000000e-04,283.416
3,0.012119,0.011475,7.000000e-04,283.473
4,0.012013,0.011489,7.000000e-04,283.37
5,0.011956,0.011473,7.000000e-04,284.266
6,0.011909,0.011337,7.000000e-04,283.278
7,0.011858,0.011285,7.000000e-04,283.433
8,0.011818,0.011304,7.000000e-04,282.863
9,0.011778,0.01129,7.000000e-04,282.176
