epoch,train_loss,val_loss,lr,seconds
1,0.014122,0.012748,8.000000e-04,55.566
2,0.013111,0.012601,8.000000e-04,25.577
3,0.013037,0.012566,8.000000e-04,25.459
4,0.012988,0.012537,8.000000e-04,25.815
5,0.012965,0.01261,8.000000e-04,25.58
6,0.012911,0.012579,8.000000e-04,25.449
