epoch,train_loss,val_loss,lr,seconds
1,0.010401,0.007778,5.000000e-04,370.878
2,0.007881,0.00698,5.000000e-04,345.253
3,0.007122,0.009132,5.000000e-04,341.53
4,0.006694,0.01495,5.000000e-04,340.639
