epoch,train_loss,val_loss,lr,seconds
1,0.009424,0.007577,3.500000e-04,631.772
2,0.006489,0.006852,3.500000e-04,634.869
3,0.00599,0.008668,3.500000e-04,596.045
4,0.005713,0.010059,3.500000e-04,586.142
