epoch,train_loss,val_loss,lr,seconds
1,0.013381,0.011925,8.000000e-04,218.09
2,0.012274,0.011749,8.000000e-04,27.417
3,0.012189,0.011703,8.000000e-04,25.755
4,0.012141,0.011698,8.000000e-04,25.568
5,0.012119,0.011768,8.000000e-04,25.666
6,0.012068,0.011809,8.000000e-04,25.742
