epoch,train_loss,val_loss,lr,seconds
1,0.010381,0.007877,5.000000e-04,389.053
2,0.007868,0.00702,5.000000e-04,372.969
3,0.00713,0.008773,5.000000e-04,370.366
4,0.006693,0.014832,5.000000e-04,368.595
