epoch,train_loss,val_loss,lr,seconds
1,0.013907,0.012545,7.000000e-04,311.59
2,0.013139,0.012413,7.000000e-04,280.528
3,0.012966,0.012347,7.000000e-04,273.539
4,0.012873,0.012403,7.000000e-04,266.529
5,0.012816,0.012346,7.000000e-04,273.877
6,0.012775,0.01221,7.000000e-04,275.044
7,0.012725,0.012148,7.000000e-04,268.498
8,0.012685,0.012195,7.000000e-04,276.472
9,0.012649,0.012134,7.000000e-04,282.294
10,0.012626,0.012175,7.000000e-04,280.904
