epoch,train_loss,val_loss,lr,seconds
1,0.013621,0.011803,6.000000e-04,28.149
2,0.012391,0.011769,6.000000e-04,27.679
3,0.012239,0.011749,6.000000e-04,27.505
4,0.012164,0.011566,6.000000e-04,27.61
5,0.012083,0.011584,6.000000e-04,27.735
6,0.012031,0.011467,6.000000e-04,27.581
7,0.011989,0.011461,6.000000e-04,27.26
8,0.011942,0.011656,6.000000e-04,27.7
9,0.011931,0.011463,6.000000e-04,27.455
