epoch,train_loss,val_loss,lr,seconds
1,0.009886,0.008816,4.000000e-04,431.132
2,0.006493,0.006533,4.000000e-04,429.129
3,0.006002,0.008705,4.000000e-04,428.053
4,0.005708,0.011031,4.000000e-04,433.968
