epoch,train_loss,val_loss,lr,seconds
1,0.012969,0.012143,5.000000e-04,93.236
2,0.012221,0.01167,5.000000e-04,92.423
3,0.01206,0.011493,5.000000e-04,92.382
4,0.011971,0.011407,5.000000e-04,92.42
5,0.011899,0.011375,5.000000e-04,92.467
6,0.011834,0.011272,5.000000e-04,92.425
7,0.011791,0.011259,5.000000e-04,92.432
8,0.011764,0.011305,5.000000e-04,92.511
9,0.011716,0.011283,5.000000e-04,92.471
