epoch,train_loss,val_loss,lr,seconds
1,0.01381,0.011947,1.000000e-03,382.618
2,0.012337,0.011814,1.000000e-03,174.787
3,0.012249,0.01175,1.000000e-03,167.0
4,0.012217,0.011731,1.000000e-03,112.916
5,0.012162,0.011701,1.000000e-03,34.056
6,0.012141,0.011706,1.000000e-03,52.91
7,0.012111,0.011736,1.000000e-03,102.277
