epoch,train_loss,val_loss,lr,seconds
1,0.009987,0.00978,3.000000e-04,366.002
2,0.007075,0.007392,3.000000e-04,364.384
3,0.00645,0.012798,3.000000e-04,349.909
4,0.006123,0.014352,3.000000e-04,349.495
