base_exp,ccv1_exp,model,base_train_group,ccv1_train_group,base_gap_pct,ccv1_gap_pct,delta_gap_pct
exp_edge_mlp_h256_d3,exp_edge_mlp_h256_d3_ccv1,edge_mlp_deep,synthetic_heuristic,synthetic_concorde_exact,9.794050726694374,8.557400898358305,-1.2366498283360698
exp_edge_mlp_h256_d2,exp_edge_mlp_h256_d2_ccv1,edge_mlp,synthetic_heuristic,synthetic_concorde_exact,10.094564277413562,9.647287208318078,-0.4472770690954846
exp_edge_mlp_h128_d2,exp_edge_mlp_h128_d2_ccv1,edge_mlp,synthetic_heuristic,synthetic_concorde_exact,9.492948625604924,9.12287341520661,-0.3700752103983138
exp_edge_res_h256_d4,exp_edge_res_h256_d4_ccv1,edge_res_mlp,synthetic_heuristic,synthetic_concorde_exact,9.36383089769767,9.808621025301104,0.4447901276034347
exp_edge_res_h128_d4,exp_edge_res_h128_d4_ccv1,edge_res_mlp,synthetic_heuristic,synthetic_concorde_exact,8.9701730891842,10.735186631788128,1.7650135426039277
