epoch,train_loss,val_loss,lr,seconds
1,0.014526,0.012746,1.000000e-03,114.457
2,0.013159,0.012648,1.000000e-03,142.908
3,0.013089,0.012589,1.000000e-03,141.626
4,0.013051,0.012579,1.000000e-03,144.986
5,0.012996,0.012523,1.000000e-03,65.013
6,0.012968,0.012539,1.000000e-03,32.533
7,0.012943,0.012574,1.000000e-03,33.121
