epoch,train_loss,val_loss,lr,seconds
1,0.013789,0.012915,5.000000e-04,93.008
2,0.01307,0.012535,5.000000e-04,92.298
3,0.012916,0.012399,5.000000e-04,92.311
4,0.012829,0.01228,5.000000e-04,92.291
5,0.012763,0.012196,5.000000e-04,92.346
6,0.012705,0.012139,5.000000e-04,92.401
7,0.012662,0.01213,5.000000e-04,92.325
8,0.012638,0.012172,5.000000e-04,92.358
9,0.012595,0.012143,5.000000e-04,92.335
